Time	 Latitude 	 Longitude 	 Alt.(M) 	 Dist.(M) 	HR (Bpm)	Cadence	 Speed (m/s) 
8:38:59 PM	 49.279366 	 (123.242807)		 6,372.62 	152	97	 6.78 
8:39:00 PM	 49.279369 	 (123.242870)		 6,379.36 	152	98	 6.74 
8:39:01 PM	 49.279371 	 (123.242939)		 6,386.19 	153	97	 6.83 
8:39:02 PM	 49.279377 	 (123.243016)		 6,392.92 	153	96	 6.73 
8:39:03 PM	 49.279380 	 (123.243096)		 6,399.67 	154	98	 6.75 
8:39:04 PM	 49.279379 	 (123.243169)		 6,406.35 	154	95	 6.68 
8:39:05 PM	 49.279378 	 (123.243249)		 6,413.04 	155	97	 6.69 
8:39:06 PM	 49.279373 	 (123.243330)		 6,419.79 	156	96	 6.75 
8:39:07 PM	 49.279361 	 (123.243426)		 6,426.45 	156	96	 6.66 
8:39:08 PM	 49.279345 	 (123.243514)		 6,433.14 	157	96	 6.69 
8:39:09 PM	 49.279324 	 (123.243609)		 6,439.80 	157	97	 6.66 
8:39:10 PM	 49.279300 	 (123.243698)		 6,446.53 	158	96	 6.73 
8:39:11 PM	 49.279268 	 (123.243798)		 6,453.29 	158	98	 6.76 
8:39:12 PM	 49.279233 	 (123.243898)		 6,459.98 	158	95	 6.69 
8:39:13 PM	 49.279196 	 (123.243988)		 6,466.80 	159	100	 6.82 
8:39:14 PM	 49.279152 	 (123.244074)		 6,473.72 	159	101	 6.92 
8:39:15 PM	 49.279106 	 (123.244172)		 6,480.69 	159	101	 6.97 
8:39:16 PM	 49.279063 	 (123.244264)		 6,487.66 	159	101	 6.97 
8:39:17 PM	 49.279025 	 (123.244351)		 6,494.63 	160	101	 6.97 
8:39:18 PM	 49.278981 	 (123.244434)		 6,501.65 	160	101	 7.02 
8:39:19 PM	 49.278943 	 (123.244518)		 6,508.66 	160	99	 7.01 
8:39:20 PM	 49.278904 	 (123.244597)		 6,515.52 	160	99	 6.86 
8:39:21 PM	 49.278869 	 (123.244679)		 6,522.33 	160	98	 6.81 
8:39:22 PM	 49.278833 	 (123.244762)		 6,529.10 	160	96	 6.77 
8:39:23 PM	 49.278799 	 (123.244841)		 6,535.77 	160	95	 6.67 
8:39:24 PM	 49.278762 	 (123.244920)		 6,542.33 	160	94	 6.56 
8:39:25 PM	 49.278728 	 (123.244993)		 6,548.87 	159	92	 6.54 
8:39:26 PM	 49.278692 	 (123.245063)		 6,554.98 	160	93	 6.11 
8:39:27 PM	 49.278654 	 (123.245136)		 6,561.48 	160	92	 6.50 
8:39:28 PM	 49.278616 	 (123.245210)		 6,567.86 	160	93	 6.38 
8:39:29 PM	 49.278572 	 (123.245287)		 6,574.31 	160	92	 6.45 
8:39:30 PM	 49.278531 	 (123.245364)		 6,580.99 	160	98	 6.68 
8:39:31 PM	 49.278492 	 (123.245439)		 6,587.30 	160	90	 6.31 
8:39:32 PM	 49.278456 	 (123.245513)		 6,593.55 	160	89	 6.25 
8:39:33 PM	 49.278412 	 (123.245576)		 6,599.73 	161	88	 6.18 
8:39:34 PM	 49.278378 	 (123.245645)		 6,605.75 	161	86	 6.02 
8:39:35 PM	 49.278344 	 (123.245713)		 6,611.72 	161	86	 5.97 
8:39:36 PM	 49.278315 	 (123.245792)		 6,617.69 	162	85	 5.97 
8:39:37 PM	 49.278281 	 (123.245862)		 6,623.65 	163	86	 5.96 
8:39:38 PM	 49.278243 	 (123.245943)		 6,629.60 	163	85	 5.95 
8:39:39 PM	 49.278206 	 (123.246017)		 6,635.57 	163	87	 5.97 
8:39:40 PM	 49.278178 	 (123.246093)		 6,641.50 	164	84	 5.93 
8:39:41 PM	 49.278148 	 (123.246159)		 6,647.37 	164	85	 5.87 
8:39:42 PM	 49.278117 	 (123.246225)		 6,653.21 	164	83	 5.84 
8:39:43 PM	 49.278084 	 (123.246294)		 6,659.19 	164	87	 5.98 
8:39:44 PM	 49.278053 	 (123.246357)		 6,665.36 	164	87	 6.17 
8:39:45 PM	 49.278020 	 (123.246427)		 6,671.57 	164	94	 6.21 
8:39:46 PM	 49.277989 	 (123.246491)		 6,677.73 	164	86	 6.16 
8:39:47 PM	 49.277959 	 (123.246553)		 6,683.70 	164	84	 5.97 
8:39:48 PM	 49.277932 	 (123.246617)		 6,689.52 	164	84	 5.82 
8:39:49 PM	 49.277906 	 (123.246680)		 6,695.24 	164	82	 5.72 
8:39:50 PM	 49.277877 	 (123.246744)		 6,700.97 	165	81	 5.73 
8:39:51 PM	 49.277849 	 (123.246807)		 6,706.67 	165	81	 5.70 
8:39:52 PM	 49.277818 	 (123.246868)		 6,712.40 	165	81	 5.73 
8:39:53 PM	 49.277788 	 (123.246931)		 6,718.16 	165	82	 5.76 
8:39:54 PM	 49.277758 	 (123.246995)		 6,723.93 	165	82	 5.77 
8:39:55 PM	 49.277730 	 (123.247060)		 6,729.66 	165	81	 5.73 
8:39:56 PM	 49.277701 	 (123.247125)		 6,735.39 	165	80	 5.73 
8:39:57 PM	 49.277675 	 (123.247189)		 6,740.72 	165	81	 5.33 
8:39:58 PM	 49.277648 	 (123.247259)		 6,746.40 	165	82	 5.68 
8:39:59 PM	 49.277622 	 (123.247333)		 6,752.27 	165	82	 5.87 
8:40:00 PM	 49.277594 	 (123.247406)		 6,758.43 	165	88	 6.16 
8:40:01 PM	 49.277570 	 (123.247475)		 6,764.18 	165	83	 5.75 
8:40:02 PM	 49.277545 	 (123.247547)		 6,769.97 	165	81	 5.79 
8:40:03 PM	 49.277520 	 (123.247618)		 6,775.65 	166	81	 5.68 
8:40:04 PM	 49.277497 	 (123.247685)		 6,781.26 	166	80	 5.61 
8:40:05 PM	 49.277472 	 (123.247755)		 6,786.79 	165	79	 5.53 
8:40:06 PM	 49.277448 	 (123.247826)		 6,792.30 	166	79	 5.51 
8:40:07 PM	 49.277427 	 (123.247891)		 6,797.84 	166	78	 5.54 
8:40:08 PM	 49.277404 	 (123.247960)		 6,803.42 	166	81	 5.58 
8:40:09 PM	 49.277382 	 (123.248030)		 6,809.10 	166	79	 5.68 
8:40:10 PM	 49.277358 	 (123.248104)		 6,814.43 	166	84	 5.33 
8:40:11 PM	 49.277333 	 (123.248177)		 6,820.44 	166	85	 6.01 
8:40:12 PM	 49.277307 	 (123.248247)		 6,826.56 	166	93	 6.12 
8:40:13 PM	 49.277280 	 (123.248317)		 6,832.67 	166	83	 6.11 
8:40:14 PM	 49.277256 	 (123.248386)		 6,838.55 	166	83	 5.88 
8:40:15 PM	 49.277232 	 (123.248454)		 6,844.37 	166	83	 5.82 
8:40:16 PM	 49.277208 	 (123.248519)		 6,850.12 	166	82	 5.75 
8:40:17 PM	 49.277183 	 (123.248589)		 6,855.81 	166	82	 5.69 
8:40:18 PM	 49.277156 	 (123.248661)		 6,861.52 	166	82	 5.71 
8:40:19 PM	 49.277133 	 (123.248730)		 6,867.19 	166	81	 5.67 
8:40:20 PM	 49.277110 	 (123.248803)		 6,872.86 	166	81	 5.67 
8:40:21 PM	 49.277086 	 (123.248869)		 6,878.51 	165	82	 5.65 
8:40:22 PM	 49.277060 	 (123.248934)		 6,884.17 	165	79	 5.66 
8:40:23 PM	 49.277032 	 (123.249000)		 6,889.66 	166	78	 5.49 
8:40:24 PM	 49.277002 	 (123.249067)		 6,895.49 	166	83	 5.83 
8:40:25 PM	 49.276974 	 (123.249131)		 6,901.40 	166	89	 5.91 
8:40:26 PM	 49.276943 	 (123.249195)		 6,907.34 	165	82	 5.94 
8:40:27 PM	 49.276913 	 (123.249259)		 6,913.11 	166	81	 5.77 
8:40:28 PM	 49.276883 	 (123.249316)		 6,918.74 	165	81	 5.63 
8:40:29 PM	 49.276850 	 (123.249369)		 6,924.28 	165	78	 5.54 
8:40:30 PM	 49.276817 	 (123.249422)		 6,929.75 	165	78	 5.47 
8:40:31 PM	 49.276785 	 (123.249469)		 6,935.18 	166	77	 5.43 
8:40:32 PM	 49.276749 	 (123.249515)		 6,940.53 	165	75	 5.35 
8:40:33 PM	 49.276714 	 (123.249566)		 6,946.01 	165	79	 5.48 
8:40:34 PM	 49.276679 	 (123.249626)		 6,951.58 	165	79	 5.57 
8:40:35 PM	 49.276646 	 (123.249675)		 6,957.22 	166	86	 5.64 
8:40:36 PM	 49.276607 	 (123.249718)		 6,962.87 	166	77	 5.65 
8:40:37 PM	 49.276568 	 (123.249757)		 6,968.21 	166	76	 5.34 
8:40:38 PM	 49.276529 	 (123.249798)		 6,973.47 	166	75	 5.26 
8:40:39 PM	 49.276491 	 (123.249836)		 6,978.67 	166	74	 5.20 
8:40:40 PM	 49.276446 	 (123.249872)		 6,983.76 	166	71	 5.09 
8:40:41 PM	 49.276401 	 (123.249911)		 6,989.03 	166	77	 5.27 
8:40:42 PM	 49.276354 	 (123.249947)		 6,994.44 	166	77	 5.41 
8:40:43 PM	 49.276308 	 (123.249979)		 6,999.89 	166	77	 5.45 
8:40:44 PM	 49.276265 	 (123.250017)		 7,005.35 	166	81	 5.46 
8:40:45 PM	 49.276222 	 (123.250049)		 7,011.31 	166	81	 5.96 
8:40:46 PM	 49.276177 	 (123.250081)		 7,016.77 	166	77	 5.46 
8:40:47 PM	 49.276135 	 (123.250112)		 7,022.16 	167	76	 5.39 
8:40:48 PM	 49.276092 	 (123.250144)		 7,027.35 	167	73	 5.19 
8:40:49 PM	 49.276048 	 (123.250169)		 7,032.48 	166	72	 5.13 
8:40:50 PM	 49.276008 	 (123.250189)		 7,037.53 	166	72	 5.05 
8:40:51 PM	 49.275956 	 (123.250220)		 7,043.81 	166	73	 6.28 
8:40:52 PM	 49.275914 	 (123.250247)		 7,048.88 	166	72	 5.07 
8:40:53 PM	 49.275872 	 (123.250275)		 7,053.99 	166	73	 5.11 
8:40:54 PM	 49.275832 	 (123.250302)		 7,059.11 	166	72	 5.12 
8:40:55 PM	 49.275792 	 (123.250327)		 7,064.04 	166	69	 4.93 
8:40:56 PM	 49.275750 	 (123.250350)		 7,068.93 	166	73	 4.89 
8:40:57 PM	 49.275708 	 (123.250379)		 7,074.04 	166	73	 5.11 
8:40:58 PM	 49.275665 	 (123.250413)		 7,079.20 	166	74	 5.16 
8:40:59 PM	 49.275622 	 (123.250445)		 7,084.41 	166	76	 5.21 
8:41:00 PM	 49.275579 	 (123.250480)		 7,089.91 	166	78	 5.50 
8:41:01 PM	 49.275543 	 (123.250521)		 7,095.28 	166	73	 5.37 
8:41:02 PM	 49.275508 	 (123.250567)		 7,100.32 	165	73	 5.04 
8:41:03 PM	 49.275476 	 (123.250618)		 7,105.42 	165	72	 5.10 
8:41:04 PM	 49.275447 	 (123.250673)		 7,110.54 	165	73	 5.12 
8:41:05 PM	 49.275420 	 (123.250729)		 7,115.68 	165	77	 5.14 
8:41:06 PM	 49.275397 	 (123.250787)		 7,120.81 	166	80	 5.13 
8:41:07 PM	 49.275381 	 (123.250850)		 7,125.90 	165	82	 5.09 
8:41:08 PM	 49.275368 	 (123.250917)		 7,131.01 	165	81	 5.11 
8:41:09 PM	 49.275358 	 (123.250982)		 7,136.07 	165	82	 5.06 
8:41:10 PM	 49.275349 	 (123.251052)		 7,141.20 	165	82	 5.13 
8:41:11 PM	 49.275345 	 (123.251122)		 7,146.33 	164	82	 5.13 
8:41:12 PM	 49.275338 	 (123.251195)		 7,151.48 	164	81	 5.15 
8:41:13 PM	 49.275334 	 (123.251261)		 7,156.55 	164	80	 5.07 
8:41:14 PM	 49.275327 	 (123.251330)		 7,161.52 	164	78	 4.97 
8:41:15 PM	 49.275315 	 (123.251393)		 7,166.37 	164	84	 4.85 
8:41:16 PM	 49.275303 	 (123.251449)		 7,171.17 	164	85	 4.80 
8:41:17 PM	 49.275286 	 (123.251510)		 7,176.02 	164	87	 4.85 
8:41:18 PM	 49.275267 	 (123.251570)		 7,180.95 	163	86	 4.93 
8:41:19 PM	 49.275246 	 (123.251628)		 7,185.84 	163	85	 4.89 
8:41:20 PM	 49.275223 	 (123.251679)		 7,190.62 	163	83	 4.78 
8:41:21 PM	 49.275199 	 (123.251727)		 7,195.34 	163	82	 4.72 
8:41:22 PM	 49.275170 	 (123.251773)		 7,199.97 	163	80	 4.63 
8:41:23 PM	 49.275138 	 (123.251817)		 7,204.57 	164	83	 4.60 
8:41:24 PM	 49.275109 	 (123.251857)		 7,209.31 	164	83	 4.74 
8:41:25 PM	 49.275079 	 (123.251892)		 7,213.97 	163	80	 4.66 
8:41:26 PM	 49.275047 	 (123.251922)		 7,218.52 	163	80	 4.55 
8:41:27 PM	 49.275010 	 (123.251949)		 7,223.07 	163	80	 4.55 
8:41:28 PM	 49.274973 	 (123.251968)		 7,227.61 	163	80	 4.54 
8:41:29 PM	 49.274932 	 (123.251988)		 7,232.21 	163	82	 4.60 
8:41:30 PM	 49.274892 	 (123.252011)		 7,236.84 	164	83	 4.63 
8:41:31 PM	 49.274853 	 (123.252032)		 7,241.57 	164	84	 4.73 
8:41:32 PM	 49.274811 	 (123.252052)		 7,246.30 	163	83	 4.73 
8:41:33 PM	 49.274770 	 (123.252071)		 7,251.07 	163	85	 4.77 
8:41:34 PM	 49.274727 	 (123.252094)		 7,255.88 	163	85	 4.81 
8:41:35 PM	 49.274685 	 (123.252116)		 7,260.77 	162	87	 4.89 
8:41:36 PM	 49.274642 	 (123.252141)		 7,265.73 	162	88	 4.96 
8:41:37 PM	 49.274599 	 (123.252161)		 7,270.71 	162	83	 4.98 
8:41:38 PM	 49.274554 	 (123.252181)		 7,275.71 	161	81	 5.00 
8:41:39 PM	 49.274510 	 (123.252207)		 7,280.83 	161	83	 5.12 
8:41:40 PM	 49.274466 	 (123.252234)		 7,286.09 	161	84	 5.26 
8:41:41 PM	 49.274424 	 (123.252263)		 7,291.40 	161	84	 5.31 
8:41:42 PM	 49.274381 	 (123.252302)		 7,296.67 	161	79	 5.27 
8:41:43 PM	 49.274339 	 (123.252342)		 7,301.88 	160	79	 5.21 
8:41:44 PM	 49.274300 	 (123.252379)		 7,307.62 	160	84	 5.74 
8:41:45 PM	 49.274262 	 (123.252429)		 7,313.63 	160	91	 6.01 
8:41:46 PM	 49.274225 	 (123.252491)		 7,319.96 	161	91	 6.33 
8:41:47 PM	 49.274191 	 (123.252562)		 7,326.25 	161	88	 6.29 
8:41:48 PM	 49.274160 	 (123.252631)		 7,332.50 	161	90	 6.25 
8:41:49 PM	 49.274132 	 (123.252707)		 7,338.78 	161	90	 6.28 
8:41:50 PM	 49.274106 	 (123.252783)		 7,345.02 	161	90	 6.24 
8:41:51 PM	 49.274077 	 (123.252864)		 7,351.57 	161	90	 6.55 
8:41:52 PM	 49.274053 	 (123.252940)		 7,357.68 	161	91	 6.11 
8:41:53 PM	 49.274027 	 (123.253020)		 7,364.18 	161	94	 6.50 
8:41:54 PM	 49.273998 	 (123.253100)		 7,370.70 	161	94	 6.52 
8:41:55 PM	 49.273974 	 (123.253175)		 7,377.23 	161	93	 6.53 
8:41:56 PM	 49.273945 	 (123.253257)		 7,383.79 	161	95	 6.56 
8:41:57 PM	 49.273917 	 (123.253335)		 7,390.39 	161	95	 6.60 
8:41:58 PM	 49.273884 	 (123.253415)		 7,397.03 	161	95	 6.64 
8:41:59 PM	 49.273848 	 (123.253490)		 7,403.65 	161	96	 6.62 
8:42:00 PM	 49.273810 	 (123.253564)		 7,410.38 	161	95	 6.73 
8:42:01 PM	 49.273769 	 (123.253632)		 7,417.06 	160	96	 6.68 
8:42:02 PM	 49.273727 	 (123.253697)		 7,423.74 	160	95	 6.68 
8:42:03 PM	 49.273683 	 (123.253761)		 7,430.36 	160	95	 6.62 
8:42:04 PM	 49.273638 	 (123.253824)		 7,437.05 	160	95	 6.69 
8:42:05 PM	 49.273592 	 (123.253879)		 7,443.79 	160	96	 6.74 
8:42:06 PM	 49.273543 	 (123.253935)		 7,450.54 	160	96	 6.75 
8:42:07 PM	 49.273490 	 (123.253987)		 7,457.26 	160	97	 6.72 
8:42:08 PM	 49.273440 	 (123.254034)		 7,464.07 	160	98	 6.81 
8:42:09 PM	 49.273384 	 (123.254078)		 7,470.88 	159	96	 6.81 
8:42:10 PM	 49.273330 	 (123.254118)		 7,477.65 	160	96	 6.77 
8:42:11 PM	 49.273279 	 (123.254156)		 7,484.35 	159	94	 6.70 
8:42:12 PM	 49.273225 	 (123.254191)		 7,490.91 	159	90	 6.56 
8:42:13 PM	 49.273168 	 (123.254221)		 7,497.39 	159	83	 6.48 
8:42:14 PM	 49.273121 	 (123.254276)		 7,503.88 	159	83	 6.49 
8:42:15 PM	 49.273059 	 (123.254279)		 7,510.46 	159	83	 6.58 
8:42:16 PM	 49.272997 	 (123.254281)		 7,517.16 	159	85	 6.70 
8:42:17 PM	 49.272937 	 (123.254291)		 7,523.67 	158	92	 6.51 
8:42:18 PM	 49.272880 	 (123.254296)		 7,530.11 	158	91	 6.44 
8:42:19 PM	 49.272822 	 (123.254297)		 7,536.45 	158	90	 6.34 
8:42:20 PM	 49.272767 	 (123.254295)		 7,542.74 	158	89	 6.29 
8:42:21 PM	 49.272712 	 (123.254289)		 7,549.01 	158	89	 6.27 
8:42:22 PM	 49.272657 	 (123.254279)		 7,555.23 	158	88	 6.22 
8:42:23 PM	 49.272605 	 (123.254270)		 7,561.33 	158	72	 6.10 
8:42:24 PM	 49.272549 	 (123.254262)		 7,567.42 	158	75	 6.09 
8:42:25 PM	 49.272489 	 (123.254253)		 7,574.00 	158	79	 6.58 
8:42:26 PM	 49.272426 	 (123.254242)		 7,580.86 	158	81	 6.86 
8:42:27 PM	 49.272364 	 (123.254233)		 7,587.89 	158	84	 7.03 
8:42:28 PM	 49.272301 	 (123.254223)		 7,595.09 	158	84	 7.20 
8:42:29 PM	 49.272237 	 (123.254214)		 7,602.31 	159	86	 7.22 
8:42:30 PM	 49.272175 	 (123.254205)		 7,609.66 	159	86	 7.35 
8:42:31 PM	 49.272110 	 (123.254188)		 7,616.96 	159	86	 7.30 
8:42:32 PM	 49.272044 	 (123.254177)		 7,624.67 	160	90	 7.71 
8:42:33 PM	 49.271986 	 (123.254162)		 7,631.99 	160	85	 7.32 
8:42:34 PM	 49.271929 	 (123.254149)		 7,639.26 	160	83	 7.27 
8:42:35 PM	 49.271868 	 (123.254139)		 7,646.61 	161	87	 7.35 
8:42:36 PM	 49.271808 	 (123.254123)		 7,654.06 	161	86	 7.45 
8:42:37 PM	 49.271742 	 (123.254103)		 7,661.38 	161	87	 7.32 
8:42:38 PM	 49.271685 	 (123.254084)		 7,668.78 	162	86	 7.40 
8:42:39 PM	 49.271625 	 (123.254078)		 7,676.05 	162	83	 7.27 
8:42:40 PM	 49.271559 	 (123.254070)		 7,683.30 	163	88	 7.25 
8:42:41 PM	 49.271502 	 (123.254067)		 7,690.45 	163	82	 7.15 
8:42:42 PM	 49.271455 	 (123.254049)		 7,697.07 	163	72	 6.62 
8:42:43 PM	 49.271425 	 (123.254017)		 7,703.35 	163	64	 6.28 
8:42:44 PM	 49.271433 	 (123.253967)		 7,708.79 	163	64	 5.44 
8:42:45 PM	 49.271481 	 (123.253932)		 7,713.95 	163	48	 5.16 
8:42:46 PM	 49.271522 	 (123.253938)		 7,718.72 	163	0	 4.77 
8:42:47 PM	 49.271565 	 (123.253959)		 7,723.18 	163	0	 4.46 
8:42:48 PM	 49.271614 	 (123.253974)		 7,728.02 	162	0	 4.84 
8:42:49 PM	 49.271669 	 (123.253991)		 7,733.39 	162	0	 5.37 
8:42:50 PM	 49.271725 	 (123.253997)		 7,738.91 	162	0	 5.52 
8:42:51 PM	 49.271775 	 (123.254002)		 7,744.71 	162	0	 5.80 
8:42:52 PM	 49.271829 	 (123.254011)		 7,750.84 	161	0	 6.13 
8:42:53 PM	 49.271885 	 (123.254023)		 7,757.20 	161	0	 6.36 
8:42:54 PM	 49.271944 	 (123.254035)		 7,763.89 	160	0	 6.69 
8:42:55 PM	 49.272003 	 (123.254045)		 7,770.67 	160	56	 6.78 
8:42:56 PM	 49.272063 	 (123.254058)		 7,777.82 	159	73	 7.15 
8:42:57 PM	 49.272127 	 (123.254069)		 7,785.33 	159	74	 7.51 
8:42:58 PM	 49.272193 	 (123.254078)		 7,793.07 	159	75	 7.74 
8:42:59 PM	 49.272265 	 (123.254094)		 7,801.08 	157	75	 8.01 
8:43:00 PM	 49.272335 	 (123.254112)		 7,809.25 	157	18	 8.17 
8:43:01 PM	 49.272415 	 (123.254140)		 7,817.73 	156	0	 8.48 
8:43:02 PM	 49.272497 	 (123.254166)		 7,826.43 	156	0	 8.70 
8:43:03 PM	 49.272580 	 (123.254186)		 7,835.33 	155	0	 8.90 
8:43:04 PM	 49.272651 	 (123.254219)		 7,844.50 	154	0	 9.17 
8:43:05 PM	 49.272736 	 (123.254232)		 7,853.87 	153	0	 9.37 
8:43:06 PM	 49.272824 	 (123.254238)		 7,863.36 	152	0	 9.49 
8:43:07 PM	 49.272914 	 (123.254229)		 7,873.25 	152	0	 9.89 
8:43:08 PM	 49.273009 	 (123.254218)		 7,883.25 	151	0	 10.00 
8:43:09 PM	 49.273099 	 (123.254200)		 7,893.34 	150	0	 10.09 
8:43:10 PM	 49.273192 	 (123.254171)		 7,903.43 	150	0	 10.09 
8:43:11 PM	 49.273283 	 (123.254134)		 7,913.54 	149	0	 10.11 
8:43:12 PM	 49.273364 	 (123.254088)		 7,923.53 	149	0	 9.99 
8:43:13 PM	 49.273443 	 (123.254013)		 7,933.57 	148	0	 10.04 
8:43:14 PM	 49.273525 	 (123.253943)		 7,943.48 	148	0	 9.91 
8:43:15 PM	 49.273599 	 (123.253871)		 7,953.37 	147	0	 9.89 
8:43:16 PM	 49.273671 	 (123.253789)		 7,963.27 	147	0	 9.90 
8:43:17 PM	 49.273740 	 (123.253700)		 7,973.24 	146	0	 9.97 
8:43:18 PM	 49.273806 	 (123.253602)		 7,983.13 	145	0	 9.89 
8:43:19 PM	 49.273860 	 (123.253493)		 7,993.09 	145	0	 9.96 
8:43:20 PM	 49.273909 	 (123.253380)		 8,002.99 	144	0	 9.90 
8:43:21 PM	 49.273956 	 (123.253263)		 8,012.76 	144	0	 9.77 
8:43:22 PM	 49.274001 	 (123.253148)		 8,022.54 	143	0	 9.78 
8:43:23 PM	 49.274039 	 (123.253029)		 8,032.08 	143	0	 9.54 
8:43:24 PM	 49.274076 	 (123.252911)		 8,041.55 	142	0	 9.47 
8:43:25 PM	 49.274114 	 (123.252799)		 8,050.81 	141	65	 9.26 
8:43:26 PM	 49.274151 	 (123.252690)		 8,059.99 	140	88	 9.18 
8:43:27 PM	 49.274191 	 (123.252581)		 8,068.96 	140	79	 8.97 
8:43:28 PM	 49.274242 	 (123.252470)		 8,077.83 	139	71	 8.87 
8:43:29 PM	 49.274294 	 (123.252375)		 8,086.60 	138	71	 8.77 
8:43:30 PM	 49.274351 	 (123.252289)		 8,095.29 	138	35	 8.69 
8:43:31 PM	 49.274416 	 (123.252215)		 8,103.92 	137	0	 8.63 
8:43:32 PM	 49.274483 	 (123.252159)		 8,112.57 	137	0	 8.65 
8:43:33 PM	 49.274554 	 (123.252115)		 8,121.27 	137	0	 8.70 
8:43:34 PM	 49.274625 	 (123.252080)		 8,129.93 	136	0	 8.66 
8:43:35 PM	 49.274699 	 (123.252046)		 8,138.62 	136	0	 8.69 
8:43:36 PM	 49.274774 	 (123.252012)		 8,147.28 	135	0	 8.66 
8:43:37 PM	 49.274847 	 (123.251977)		 8,156.08 	135	0	 8.80 
8:43:38 PM	 49.274921 	 (123.251941)		 8,164.85 	134	0	 8.77 
8:43:39 PM	 49.274996 	 (123.251904)		 8,173.67 	134	0	 8.82 
8:43:40 PM	 49.275077 	 (123.251859)		 8,182.56 	135	0	 8.89 
8:43:41 PM	 49.275150 	 (123.251789)		 8,191.83 	134	0	 9.27 
8:43:42 PM	 49.275212 	 (123.251694)		 8,201.26 	134	0	 9.43 
8:43:43 PM	 49.275268 	 (123.251579)		 8,210.99 	133	0	 9.73 
8:43:44 PM	 49.275315 	 (123.251442)		 8,221.23 	132	0	 10.24 
8:43:45 PM	 49.275341 	 (123.251301)		 8,231.76 	131	0	 10.53 
8:43:46 PM	 49.275356 	 (123.251148)		 8,242.52 	130	0	 10.76 
8:43:47 PM	 49.275372 	 (123.250995)		 8,253.31 	129	0	 10.79 
8:43:48 PM	 49.275395 	 (123.250844)		 8,264.20 	129	0	 10.89 
8:43:49 PM	 49.275429 	 (123.250704)		 8,275.07 	129	0	 10.87 
8:43:50 PM	 49.275478 	 (123.250578)		 8,285.97 	128	0	 10.90 
8:43:51 PM	 49.275550 	 (123.250477)		 8,296.67 	127	0	 10.70 
8:43:52 PM	 49.275626 	 (123.250387)		 8,307.32 	126	0	 10.65 
8:43:53 PM	 49.275704 	 (123.250309)		 8,318.02 	125	0	 10.70 
8:43:54 PM	 49.275796 	 (123.250250)		 8,328.67 	124	0	 10.65 
8:43:55 PM	 49.275888 	 (123.250189)		 8,339.47 	124	0	 10.80 
8:43:56 PM	 49.275980 	 (123.250126)		 8,350.35 	124	0	 10.88 
8:43:57 PM	 49.276073 	 (123.250062)		 8,361.44 	124	0	 11.09 
8:43:58 PM	 49.276162 	 (123.250002)		 8,372.60 	125	0	 11.16 
8:43:59 PM	 49.276256 	 (123.249939)		 8,383.86 	126	0	 11.26 
8:44:00 PM	 49.276350 	 (123.249870)		 8,395.44 	126	0	 11.58 
8:44:01 PM	 49.276442 	 (123.249790)		 8,407.20 	127	0	 11.76 
8:44:02 PM	 49.276535 	 (123.249697)		 8,418.91 	126	0	 11.71 
8:44:03 PM	 49.276624 	 (123.249600)		 8,430.91 	126	0	 12.00 
8:44:04 PM	 49.276713 	 (123.249494)		 8,443.12 	125	0	 12.21 
8:44:05 PM	 49.276796 	 (123.249378)		 8,455.59 	125	0	 12.47 
8:44:06 PM	 49.276880 	 (123.249252)		 8,468.14 	124	0	 12.55 
8:44:07 PM	 49.276958 	 (123.249117)		 8,480.89 	124	0	 12.75 
8:44:08 PM	 49.277018 	 (123.248962)		 8,493.84 	124	0	 12.95 
8:44:09 PM	 49.277082 	 (123.248807)		 8,506.99 	124	0	 13.15 
8:44:10 PM	 49.277141 	 (123.248646)		 8,520.22 	123	0	 13.23 
8:44:11 PM	 49.277197 	 (123.248487)		 8,533.61 	123	0	 13.39 
8:44:12 PM	 49.277256 	 (123.248329)		 8,547.01 	122	0	 13.40 
8:44:13 PM	 49.277318 	 (123.248163)		 8,560.58 	121	0	 13.57 
8:44:14 PM	 49.277375 	 (123.247998)		 8,574.14 	121	0	 13.56 
8:44:15 PM	 49.277432 	 (123.247834)		 8,587.62 	121	0	 13.48 
8:44:16 PM	 49.277490 	 (123.247666)		 8,601.23 	121	0	 13.61 
8:44:17 PM	 49.277548 	 (123.247499)		 8,614.93 	122	0	 13.70 
8:44:18 PM	 49.277604 	 (123.247335)		 8,628.41 	122	0	 13.48 
8:44:19 PM	 49.277668 	 (123.247175)		 8,642.06 	122	0	 13.65 
8:44:20 PM	 49.277735 	 (123.247014)		 8,655.75 	122	0	 13.69 
8:44:21 PM	 49.277801 	 (123.246863)		 8,669.44 	122	0	 13.69 
8:44:22 PM	 49.277872 	 (123.246699)		 8,683.08 	122	0	 13.64 
8:44:23 PM	 49.277938 	 (123.246547)		 8,696.86 	121	0	 13.78 
8:44:24 PM	 49.278002 	 (123.246396)		 8,710.59 	121	0	 13.73 
8:44:25 PM	 49.278074 	 (123.246236)		 8,724.41 	120	0	 13.82 
8:44:26 PM	 49.278146 	 (123.246076)		 8,738.41 	121	0	 14.00 
8:44:27 PM	 49.278218 	 (123.245917)		 8,752.65 	121	0	 14.24 
8:44:28 PM	 49.278292 	 (123.245758)		 8,767.17 	121	0	 14.52 
8:44:29 PM	 49.278365 	 (123.245593)		 8,781.89 	121	0	 14.72 
