Time	 Latitude 	 Longitude 	 Alt.(M) 	 Dist.(M) 	HR (Bpm)	Cadence	 Speed (m/s) 
8:23:49 PM	 49.265542 	 (123.177049)		 1.76 	91		 -   
8:23:50 PM	 49.265541 	 (123.177097)		 3.98 	91		 2.22 
8:23:51 PM	 49.265541 	 (123.177151)		 7.64 	92		 3.66 
8:23:52 PM	 49.265538 	 (123.177206)		 11.69 	92		 4.05 
8:23:53 PM	 49.265539 	 (123.177270)		 16.02 	92	56	 4.33 
8:23:54 PM	 49.265539 	 (123.177333)		 20.64 	93	58	 4.62 
8:23:55 PM	 49.265544 	 (123.177399)		 25.32 	94	59	 4.68 
8:23:56 PM	 49.265553 	 (123.177467)		 30.12 	96	62	 4.80 
8:23:57 PM	 49.265558 	 (123.177534)		 34.98 	97	62	 4.86 
8:23:58 PM	 49.265557 	 (123.177596)		 39.71 	97	57	 4.73 
8:23:59 PM	 49.265559 	 (123.177641)		 44.17 	97	53	 4.46 
8:24:00 PM	 49.265566 	 (123.177677)		 48.22 	97	53	 4.05 
8:24:01 PM	 49.265581 	 (123.177714)		 50.81 	97	36	 2.59 
8:24:02 PM	 49.265612 	 (123.177744)		 54.51 	98	44	 3.70 
8:24:03 PM	 49.265648 	 (123.177755)		 59.01 	98	54	 4.50 
8:24:04 PM	 49.265690 	 (123.177752)		 63.54 	98	57	 4.53 
8:24:05 PM	 49.265735 	 (123.177746)		 68.26 	99	61	 4.72 
8:24:06 PM	 49.265780 	 (123.177740)		 73.22 	99	63	 4.96 
8:24:07 PM	 49.265825 	 (123.177738)		 78.17 	99	63	 4.95 
8:24:08 PM	 49.265866 	 (123.177738)		 83.07 	100	64	 4.90 
8:24:09 PM	 49.265903 	 (123.177735)		 87.89 	100	64	 4.82 
8:24:10 PM	 49.265936 	 (123.177734)		 92.24 	100	16	 4.35 
8:24:11 PM	 49.265974 	 (123.177736)		 95.60 	101	0	 3.36 
8:24:12 PM	 49.266011 	 (123.177733)		 99.60 	101	15	 4.00 
8:24:13 PM	 49.266058 	 (123.177729)		 104.33 	102	63	 4.73 
8:24:14 PM	 49.266105 	 (123.177729)		 109.63 	102	69	 5.30 
8:24:15 PM	 49.266157 	 (123.177724)		 115.13 	103	73	 5.50 
8:24:16 PM	 49.266212 	 (123.177719)		 120.98 	103	74	 5.85 
8:24:17 PM	 49.266264 	 (123.177716)		 127.03 	104	76	 6.05 
8:24:18 PM	 49.266320 	 (123.177715)		 133.11 	104	79	 6.08 
8:24:19 PM	 49.266380 	 (123.177712)		 139.34 	105	78	 6.23 
8:24:20 PM	 49.266442 	 (123.177701)		 145.56 	105	79	 6.22 
8:24:21 PM	 49.266500 	 (123.177693)		 151.79 	106	80	 6.23 
8:24:22 PM	 49.266558 	 (123.177690)		 158.05 	106	80	 6.26 
8:24:23 PM	 49.266618 	 (123.177688)		 164.37 	107	80	 6.32 
8:24:24 PM	 49.266679 	 (123.177681)		 170.72 	107	81	 6.35 
8:24:25 PM	 49.266729 	 (123.177685)		 177.14 	107	81	 6.42 
8:24:26 PM	 49.266782 	 (123.177677)		 183.42 	108	80	 6.28 
8:24:27 PM	 49.266838 	 (123.177673)		 189.79 	108	82	 6.37 
8:24:28 PM	 49.266893 	 (123.177678)		 196.26 	108	81	 6.47 
8:24:29 PM	 49.266950 	 (123.177683)		 202.82 	108	86	 6.56 
8:24:30 PM	 49.267006 	 (123.177685)		 209.39 	109	84	 6.57 
8:24:31 PM	 49.267062 	 (123.177685)		 216.00 	109	83	 6.61 
8:24:32 PM	 49.267122 	 (123.177685)		 222.57 	110	84	 6.57 
8:24:33 PM	 49.267181 	 (123.177685)		 229.25 	111	85	 6.68 
8:24:34 PM	 49.267242 	 (123.177684)		 235.92 	112	84	 6.67 
8:24:35 PM	 49.267298 	 (123.177691)		 242.62 	112	85	 6.70 
8:24:36 PM	 49.267361 	 (123.177694)		 249.27 	113	84	 6.65 
8:24:37 PM	 49.267416 	 (123.177700)		 255.74 	114	83	 6.47 
8:24:38 PM	 49.267468 	 (123.177702)		 262.28 	115	84	 6.54 
8:24:39 PM	 49.267526 	 (123.177693)		 268.79 	115	83	 6.51 
8:24:40 PM	 49.267586 	 (123.177682)		 275.32 	115	82	 6.53 
8:24:41 PM	 49.267649 	 (123.177672)		 281.88 	115	83	 6.56 
8:24:42 PM	 49.267709 	 (123.177664)		 288.57 	115	83	 6.69 
8:24:43 PM	 49.267774 	 (123.177666)		 295.24 	115	89	 6.67 
8:24:44 PM	 49.267833 	 (123.177668)		 302.11 	115	88	 6.87 
8:24:45 PM	 49.267899 	 (123.177663)		 309.05 	115	88	 6.94 
8:24:46 PM	 49.267966 	 (123.177658)		 316.01 	115	89	 6.96 
8:24:47 PM	 49.268020 	 (123.177660)		 323.04 	115	88	 7.03 
8:24:48 PM	 49.268082 	 (123.177655)		 330.02 	115	88	 6.98 
8:24:49 PM	 49.268154 	 (123.177644)		 336.98 	115	83	 6.96 
8:24:50 PM	 49.268221 	 (123.177640)		 343.92 	115	85	 6.94 
8:24:51 PM	 49.268286 	 (123.177636)		 350.79 	115	77	 6.87 
8:24:52 PM	 49.268341 	 (123.177632)		 357.28 	115	63	 6.49 
8:24:53 PM	 49.268388 	 (123.177628)		 362.93 	114	55	 5.65 
8:24:54 PM	 49.268412 	 (123.177635)		 367.30 	114	53	 4.37 
8:24:55 PM	 49.268432 	 (123.177626)		 370.79 	113	53	 3.49 
8:24:56 PM	 49.268438 	 (123.177620)		 373.48 	112	26	 2.69 
8:24:57 PM	 49.268438 	 (123.177616)		 373.48 	112	0	 -   
8:25:30 PM	 49.268449 	 (123.177604)		 373.48 	94		 -   
8:25:31 PM	 49.268452 	 (123.177605)		 377.37 	94	66	 3.89 
8:25:32 PM	 49.268460 	 (123.177606)		 382.73 	94	82	 5.36 
8:25:33 PM	 49.268516 	 (123.177587)		 388.59 	94	86	 5.86 
8:25:34 PM	 49.268550 	 (123.177588)		 394.73 	97	90	 6.14 
8:25:35 PM	 49.268588 	 (123.177576)		 401.01 	98	92	 6.28 
8:25:36 PM	 49.268627 	 (123.177566)		 407.42 	100	90	 6.41 
8:25:37 PM	 49.268673 	 (123.177546)		 413.68 	102	91	 6.26 
8:25:38 PM	 49.268715 	 (123.177538)		 419.94 	103	90	 6.26 
8:25:39 PM	 49.268755 	 (123.177523)		 426.21 	102	91	 6.27 
8:25:40 PM	 49.268809 	 (123.177511)		 432.45 	102	91	 6.24 
8:25:41 PM	 49.268877 	 (123.177494)		 438.79 	103	92	 6.34 
8:25:42 PM	 49.268947 	 (123.177488)		 445.12 	102	90	 6.33 
8:25:43 PM	 49.269015 	 (123.177484)		 451.48 	103	92	 6.36 
8:25:44 PM	 49.269078 	 (123.177474)		 457.84 	103	92	 6.36 
8:25:45 PM	 49.269184 	 (123.177456)		 464.25 	104	93	 6.41 
8:25:46 PM	 49.269291 	 (123.177469)		 470.62 	104	91	 6.37 
8:25:47 PM	 49.269388 	 (123.177459)		 476.90 	104	89	 6.28 
8:25:48 PM	 49.269517 	 (123.177492)		 483.30 	105	94	 6.40 
8:25:49 PM	 49.269599 	 (123.177510)		 489.83 	106	96	 6.53 
8:25:50 PM	 49.269705 	 (123.177510)		 496.50 	106	96	 6.67 
8:25:51 PM	 49.269760 	 (123.177519)		 503.10 	107	97	 6.60 
8:25:52 PM	 49.269809 	 (123.177522)		 509.75 	107	96	 6.65 
8:25:53 PM	 49.269864 	 (123.177518)		 516.39 	108	96	 6.64 
8:25:54 PM	 49.269939 	 (123.177526)		 523.06 	108	93	 6.67 
8:25:55 PM	 49.270007 	 (123.177523)		 529.84 	109	84	 6.78 
8:25:56 PM	 49.270067 	 (123.177521)		 536.73 	109	82	 6.89 
8:25:57 PM	 49.270140 	 (123.177519)		 543.78 	109	82	 7.05 
8:25:58 PM	 49.270209 	 (123.177513)		 551.10 	109	82	 7.32 
8:25:59 PM	 49.270267 	 (123.177498)		 557.63 	109	41	 6.53 
8:26:00 PM	 49.270314 	 (123.177486)		 563.43 	108	0	 5.80 
8:26:01 PM	 49.270354 	 (123.177485)		 568.37 	107	0	 4.94 
8:26:02 PM	 49.270404 	 (123.177490)		 573.44 	107	0	 5.07 
8:26:03 PM	 49.270456 	 (123.177485)		 578.96 	107	67	 5.52 
8:26:04 PM	 49.270516 	 (123.177492)		 584.82 	107	72	 5.86 
8:26:05 PM	 49.270578 	 (123.177488)		 591.05 	108	75	 6.23 
8:26:06 PM	 49.270638 	 (123.177483)		 597.64 	108	78	 6.59 
8:26:07 PM	 49.270704 	 (123.177475)		 604.44 	108	81	 6.80 
8:26:08 PM	 49.270773 	 (123.177467)		 611.49 	108	84	 7.05 
8:26:09 PM	 49.270828 	 (123.177468)		 618.76 	109	87	 7.27 
8:26:10 PM	 49.270897 	 (123.177464)		 626.22 	109	89	 7.46 
8:26:11 PM	 49.270965 	 (123.177457)		 633.79 	109	91	 7.57 
8:26:12 PM	 49.271043 	 (123.177450)		 641.54 	109	90	 7.75 
8:26:13 PM	 49.271117 	 (123.177441)		 649.49 	110	91	 7.95 
8:26:14 PM	 49.271195 	 (123.177435)		 657.62 	109	91	 8.13 
8:26:15 PM	 49.271265 	 (123.177434)		 665.82 	108	91	 8.20 
8:26:16 PM	 49.271332 	 (123.177438)		 673.71 	107	0	 7.89 
8:26:17 PM	 49.271395 	 (123.177436)		 681.05 	105	0	 7.34 
8:26:18 PM	 49.271459 	 (123.177429)		 688.14 	104	0	 7.09 
8:26:19 PM	 49.271515 	 (123.177427)		 694.47 	103	0	 6.33 
8:26:20 PM	 49.271554 	 (123.177435)		 700.28 	102	0	 5.81 
8:26:21 PM	 49.271590 	 (123.177440)		 705.16 	102	0	 4.88 
8:26:22 PM	 49.271629 	 (123.177462)		 709.51 	101	0	 4.35 
8:26:23 PM	 49.271661 	 (123.177559)		 714.63 	102	0	 5.12 
8:26:24 PM	 49.271678 	 (123.177650)		 720.43 	102	66	 5.80 
8:26:25 PM	 49.271686 	 (123.177755)		 726.50 	103	69	 6.07 
8:26:26 PM	 49.271675 	 (123.177865)		 732.60 	104	79	 6.10 
8:26:27 PM	 49.271665 	 (123.177963)		 738.79 	105	80	 6.19 
8:26:28 PM	 49.271666 	 (123.178055)		 745.14 	105	80	 6.35 
8:26:29 PM	 49.271666 	 (123.178150)		 751.60 	106	82	 6.46 
8:26:30 PM	 49.271671 	 (123.178241)		 758.13 	107	84	 6.53 
8:26:31 PM	 49.271678 	 (123.178329)		 764.67 	107	83	 6.54 
8:26:32 PM	 49.271684 	 (123.178418)		 771.26 	109	84	 6.59 
8:26:33 PM	 49.271691 	 (123.178511)		 777.97 	110	86	 6.71 
8:26:34 PM	 49.271700 	 (123.178605)		 784.74 	111	87	 6.77 
8:26:35 PM	 49.271712 	 (123.178698)		 791.56 	112	88	 6.82 
8:26:36 PM	 49.271720 	 (123.178791)		 798.45 	112	88	 6.89 
8:26:37 PM	 49.271734 	 (123.178885)		 805.29 	113	85	 6.84 
8:26:38 PM	 49.271752 	 (123.178975)		 812.17 	113	87	 6.88 
8:26:39 PM	 49.271766 	 (123.179062)		 819.10 	113	90	 6.93 
8:26:40 PM	 49.271780 	 (123.179155)		 826.06 	113	86	 6.96 
8:26:41 PM	 49.271792 	 (123.179247)		 832.99 	114	92	 6.93 
8:26:42 PM	 49.271802 	 (123.179343)		 839.96 	114	88	 6.97 
8:26:43 PM	 49.271807 	 (123.179438)		 846.96 	115	88	 7.00 
8:26:44 PM	 49.271806 	 (123.179534)		 853.91 	116	87	 6.95 
8:26:45 PM	 49.271808 	 (123.179627)		 860.78 	116	87	 6.87 
8:26:46 PM	 49.271814 	 (123.179724)		 867.60 	117	89	 6.82 
8:26:47 PM	 49.271821 	 (123.179819)		 874.53 	117	86	 6.93 
8:26:48 PM	 49.271830 	 (123.179915)		 881.48 	118	91	 6.95 
8:26:49 PM	 49.271842 	 (123.180007)		 888.41 	119	87	 6.93 
8:26:50 PM	 49.271853 	 (123.180099)		 895.39 	119	88	 6.98 
8:26:51 PM	 49.271863 	 (123.180197)		 902.34 	120	88	 6.95 
8:26:52 PM	 49.271868 	 (123.180304)		 909.43 	120	91	 7.09 
8:26:53 PM	 49.271875 	 (123.180404)		 916.43 	121	90	 7.00 
8:26:54 PM	 49.271884 	 (123.180502)		 923.45 	121	88	 7.02 
8:26:55 PM	 49.271893 	 (123.180599)		 930.47 	122	89	 7.02 
8:26:56 PM	 49.271900 	 (123.180696)		 937.40 	122	89	 6.93 
8:26:57 PM	 49.271910 	 (123.180790)		 944.36 	122	89	 6.96 
8:26:58 PM	 49.271922 	 (123.180881)		 951.31 	123	88	 6.95 
8:26:59 PM	 49.271935 	 (123.180971)		 958.24 	123	88	 6.93 
8:27:00 PM	 49.271946 	 (123.181061)		 965.22 	124	88	 6.98 
8:27:01 PM	 49.271956 	 (123.181156)		 972.24 	124	90	 7.02 
8:27:02 PM	 49.271967 	 (123.181252)		 979.24 	124	88	 7.00 
8:27:03 PM	 49.271979 	 (123.181345)		 986.19 	124	89	 6.95 
8:27:04 PM	 49.271990 	 (123.181439)		 993.14 	124	89	 6.95 
8:27:05 PM	 49.272003 	 (123.181529)		 1,000.14 	124	89	 7.00 
8:27:06 PM	 49.272014 	 (123.181619)		 1,007.21 	124	90	 7.07 
8:27:07 PM	 49.272011 	 (123.181729)		 1,014.31 	125	91	 7.10 
8:27:08 PM	 49.272018 	 (123.181831)		 1,021.43 	125	91	 7.12 
8:27:09 PM	 49.272027 	 (123.181927)		 1,028.50 	126	90	 7.07 
8:27:10 PM	 49.272037 	 (123.182025)		 1,035.57 	126	90	 7.07 
8:27:11 PM	 49.272048 	 (123.182122)		 1,042.67 	126	91	 7.10 
8:27:12 PM	 49.272061 	 (123.182215)		 1,049.81 	127	91	 7.14 
8:27:13 PM	 49.272070 	 (123.182310)		 1,057.01 	126	91	 7.20 
8:27:14 PM	 49.272079 	 (123.182410)		 1,064.10 	126	90	 7.09 
8:27:15 PM	 49.272085 	 (123.182506)		 1,071.22 	126	90	 7.12 
8:27:16 PM	 49.272094 	 (123.182601)		 1,078.25 	126	90	 7.03 
8:27:17 PM	 49.272103 	 (123.182690)		 1,085.32 	126	89	 7.07 
8:27:18 PM	 49.272113 	 (123.182785)		 1,092.23 	126	83	 6.91 
8:27:19 PM	 49.272126 	 (123.182878)		 1,099.29 	126	93	 7.06 
8:27:20 PM	 49.272140 	 (123.182973)		 1,106.28 	126	91	 6.99 
8:27:21 PM	 49.272153 	 (123.183061)		 1,113.27 	126	90	 6.99 
8:27:22 PM	 49.272167 	 (123.183154)		 1,120.28 	126	87	 7.01 
8:27:23 PM	 49.272180 	 (123.183244)		 1,127.31 	127	92	 7.03 
8:27:24 PM	 49.272195 	 (123.183340)		 1,134.39 	127	89	 7.08 
8:27:25 PM	 49.272202 	 (123.183439)		 1,141.44 	126	89	 7.05 
8:27:26 PM	 49.272213 	 (123.183542)		 1,148.62 	126	93	 7.18 
8:27:27 PM	 49.272227 	 (123.183641)		 1,155.89 	126	93	 7.27 
8:27:28 PM	 49.272241 	 (123.183740)		 1,163.24 	127	95	 7.35 
8:27:29 PM	 49.272255 	 (123.183839)		 1,170.76 	126	98	 7.52 
8:27:30 PM	 49.272264 	 (123.183944)		 1,178.42 	127	97	 7.66 
8:27:31 PM	 49.272277 	 (123.184050)		 1,186.29 	127	95	 7.87 
8:27:32 PM	 49.272292 	 (123.184154)		 1,194.21 	126	93	 7.92 
8:27:33 PM	 49.272305 	 (123.184258)		 1,202.14 	126	95	 7.93 
8:27:34 PM	 49.272318 	 (123.184364)		 1,210.10 	127	93	 7.96 
8:27:35 PM	 49.272331 	 (123.184473)		 1,218.11 	126	95	 8.01 
8:27:36 PM	 49.272339 	 (123.184588)		 1,226.12 	127	95	 8.01 
8:27:37 PM	 49.272345 	 (123.184699)		 1,234.16 	127	94	 8.04 
8:27:38 PM	 49.272346 	 (123.184816)		 1,242.25 	127	101	 8.09 
8:27:39 PM	 49.272340 	 (123.184932)		 1,250.32 	127	96	 8.07 
8:27:40 PM	 49.272341 	 (123.185042)		 1,258.33 	127	95	 8.01 
8:27:41 PM	 49.272344 	 (123.185154)		 1,266.36 	128	94	 8.03 
8:27:42 PM	 49.272345 	 (123.185272)		 1,274.34 	127	88	 7.98 
8:27:43 PM	 49.272348 	 (123.185388)		 1,282.34 	128	91	 8.00 
8:27:44 PM	 49.272351 	 (123.185500)		 1,290.44 	128	90	 8.10 
8:27:45 PM	 49.272346 	 (123.185612)		 1,298.70 	128	91	 8.26 
8:27:46 PM	 49.272344 	 (123.185731)		 1,307.02 	128	93	 8.32 
8:27:47 PM	 49.272350 	 (123.185845)		 1,315.31 	128	92	 8.29 
8:27:48 PM	 49.272355 	 (123.185960)		 1,323.56 	128	92	 8.25 
8:27:49 PM	 49.272358 	 (123.186072)		 1,331.98 	128	94	 8.42 
8:27:50 PM	 49.272362 	 (123.186191)		 1,340.44 	128	94	 8.46 
8:27:51 PM	 49.272363 	 (123.186307)		 1,349.03 	129	81	 8.59 
8:27:52 PM	 49.272363 	 (123.186436)		 1,357.76 	128	67	 8.73 
8:27:53 PM	 49.272363 	 (123.186563)		 1,366.53 	129	72	 8.77 
8:27:54 PM	 49.272365 	 (123.186686)		 1,375.43 	129	74	 8.90 
8:27:55 PM	 49.272366 	 (123.186813)		 1,384.58 	128	81	 9.15 
8:27:56 PM	 49.272368 	 (123.186939)		 1,393.69 	128	96	 9.11 
8:27:57 PM	 49.272369 	 (123.187063)		 1,402.84 	128	92	 9.15 
8:27:58 PM	 49.272369 	 (123.187186)		 1,411.95 	127	90	 9.11 
8:27:59 PM	 49.272364 	 (123.187316)		 1,421.03 	127	89	 9.08 
8:28:00 PM	 49.272351 	 (123.187433)		 1,430.08 	126	85	 9.05 
8:28:01 PM	 49.272332 	 (123.187546)		 1,439.06 	126	94	 8.98 
8:28:02 PM	 49.272302 	 (123.187662)		 1,447.94 	126	88	 8.88 
8:28:03 PM	 49.272266 	 (123.187777)		 1,456.79 	126	88	 8.85 
8:28:04 PM	 49.272224 	 (123.187897)		 1,465.65 	126	87	 8.86 
8:28:05 PM	 49.272180 	 (123.188008)		 1,474.59 	125	87	 8.94 
8:28:06 PM	 49.272137 	 (123.188123)		 1,483.64 	124	90	 9.05 
8:28:07 PM	 49.272091 	 (123.188247)		 1,493.06 	124	93	 9.42 
8:28:08 PM	 49.272045 	 (123.188372)		 1,502.82 	124	93	 9.76 
8:28:09 PM	 49.272004 	 (123.188486)		 1,512.72 	123	93	 9.90 
8:28:10 PM	 49.271963 	 (123.188601)		 1,522.14 	122	23	 9.42 
8:28:11 PM	 49.271927 	 (123.188700)		 1,530.89 	121	0	 8.75 
8:28:12 PM	 49.271891 	 (123.188795)		 1,539.17 	120	0	 8.28 
8:28:13 PM	 49.271859 	 (123.188886)		 1,546.96 	119	0	 7.79 
8:28:14 PM	 49.271825 	 (123.188973)		 1,554.42 	119	0	 7.46 
8:28:15 PM	 49.271795 	 (123.189050)		 1,561.60 	118	0	 7.18 
8:28:16 PM	 49.271768 	 (123.189126)		 1,568.20 	117	0	 6.60 
8:28:17 PM	 49.271741 	 (123.189197)		 1,574.53 	115	0	 6.33 
8:28:18 PM	 49.271713 	 (123.189260)		 1,580.41 	114	0	 5.88 
8:28:19 PM	 49.271690 	 (123.189323)		 1,586.13 	111	0	 5.72 
8:28:20 PM	 49.271670 	 (123.189381)		 1,591.62 	111	0	 5.49 
8:28:21 PM	 49.271629 	 (123.189426)		 1,596.63 	109	0	 5.01 
8:28:22 PM	 49.271600 	 (123.189465)		 1,601.20 	108	0	 4.57 
8:28:23 PM	 49.271565 	 (123.189489)		 1,605.48 	107	0	 4.28 
8:28:24 PM	 49.271527 	 (123.189498)		 1,609.66 	106	0	 4.18 
8:28:25 PM	 49.271489 	 (123.189497)		 1,613.77 	106	0	 4.11 
8:28:26 PM	 49.271454 	 (123.189491)		 1,617.98 	106	0	 4.21 
8:28:27 PM	 49.271422 	 (123.189490)		 1,621.81 	106	0	 3.83 
8:28:28 PM	 49.271383 	 (123.189498)		 1,625.41 	106	0	 3.60 
8:28:29 PM	 49.271342 	 (123.189502)		 1,629.23 	107	0	 3.82 
8:28:30 PM	 49.271290 	 (123.189503)		 1,634.07 	108	17	 4.84 
8:28:31 PM	 49.271231 	 (123.189504)		 1,639.90 	110	70	 5.83 
8:28:32 PM	 49.271176 	 (123.189506)		 1,645.95 	111	73	 6.05 
8:28:33 PM	 49.271119 	 (123.189506)		 1,651.97 	112	75	 6.02 
8:28:34 PM	 49.271063 	 (123.189503)		 1,658.11 	113	78	 6.14 
8:28:35 PM	 49.271016 	 (123.189501)		 1,664.25 	113	84	 6.14 
8:28:36 PM	 49.270962 	 (123.189504)		 1,670.30 	113	81	 6.05 
8:28:37 PM	 49.270912 	 (123.189509)		 1,676.30 	113	73	 6.00 
8:28:38 PM	 49.270866 	 (123.189511)		 1,681.81 	112	73	 5.51 
8:28:39 PM	 49.270818 	 (123.189508)		 1,687.11 	112	73	 5.30 
8:28:40 PM	 49.270766 	 (123.189510)		 1,692.70 	111	77	 5.59 
8:28:41 PM	 49.270710 	 (123.189510)		 1,698.58 	111	83	 5.88 
8:28:42 PM	 49.270653 	 (123.189513)		 1,704.81 	112	87	 6.23 
8:28:43 PM	 49.270588 	 (123.189527)		 1,711.59 	112	95	 6.78 
8:28:44 PM	 49.270527 	 (123.189540)		 1,718.34 	113	95	 6.75 
8:28:45 PM	 49.270464 	 (123.189547)		 1,725.28 	113	85	 6.94 
8:28:46 PM	 49.270399 	 (123.189554)		 1,732.35 	114	84	 7.07 
8:28:47 PM	 49.270337 	 (123.189553)		 1,739.48 	114	88	 7.13 
8:28:48 PM	 49.270275 	 (123.189549)		 1,746.73 	114	90	 7.25 
8:28:49 PM	 49.270217 	 (123.189552)		 1,753.95 	114	90	 7.22 
8:28:50 PM	 49.270172 	 (123.189598)		 1,761.28 	114	23	 7.33 
8:28:51 PM	 49.270133 	 (123.189662)		 1,768.81 	114	23	 7.53 
8:28:52 PM	 49.270135 	 (123.189772)		 1,776.42 	114	62	 7.61 
8:28:53 PM	 49.270144 	 (123.189879)		 1,784.06 	114	92	 7.64 
8:28:54 PM	 49.270154 	 (123.189984)		 1,791.84 	115	95	 7.78 
8:28:55 PM	 49.270160 	 (123.190094)		 1,799.65 	115	96	 7.81 
8:28:56 PM	 49.270164 	 (123.190203)		 1,807.57 	115	99	 7.92 
8:28:57 PM	 49.270163 	 (123.190308)		 1,815.35 	115	99	 7.78 
8:28:58 PM	 49.270159 	 (123.190415)		 1,822.96 	114	74	 7.61 
8:28:59 PM	 49.270102 	 (123.190592)		 1,838.30 	114	0	 15.34 
8:29:00 PM	 49.270049 	 (123.190651)		 1,846.08 	114	48	 7.78 
8:29:01 PM	 49.269979 	 (123.190663)		 1,853.83 	114	93	 7.75 
8:29:02 PM	 49.269906 	 (123.190672)		 1,861.52 	115	93	 7.69 
8:29:03 PM	 49.269840 	 (123.190682)		 1,869.19 	116	93	 7.67 
8:29:04 PM	 49.269769 	 (123.190690)		 1,876.88 	117	93	 7.69 
8:29:05 PM	 49.269701 	 (123.190693)		 1,884.63 	118	94	 7.75 
8:29:06 PM	 49.269634 	 (123.190693)		 1,892.47 	118	94	 7.84 
8:29:08 PM	 49.269561 	 (123.190689)		 1,900.27 	119	94	 3.90 
8:29:09 PM	 49.269489 	 (123.190688)		 1,908.02 	120	95	 7.75 
8:29:10 PM	 49.269415 	 (123.190694)		 1,915.75 	121	93	 7.73 
8:29:11 PM	 49.269344 	 (123.190701)		 1,923.48 	121	92	 7.73 
8:29:12 PM	 49.269274 	 (123.190709)		 1,931.14 	122	92	 7.66 
8:29:13 PM	 49.269207 	 (123.190717)		 1,938.75 	122	92	 7.61 
8:29:14 PM	 49.269150 	 (123.190721)		 1,946.31 	122	90	 7.56 
8:29:15 PM	 49.269093 	 (123.190720)		 1,953.73 	122	88	 7.42 
8:29:16 PM	 49.269028 	 (123.190716)		 1,960.79 	121	90	 7.06 
8:29:17 PM	 49.268967 	 (123.190709)		 1,967.51 	121	92	 6.72 
8:29:18 PM	 49.268919 	 (123.190710)		 1,973.95 	121	92	 6.44 
8:29:19 PM	 49.268877 	 (123.190722)		 1,979.10 	120	23	 5.15 
8:29:20 PM	 49.268850 	 (123.190752)		 1,983.76 	119	0	 4.66 
8:29:21 PM	 49.268834 	 (123.190808)		 1,988.77 	119	0	 5.01 
8:29:22 PM	 49.268827 	 (123.190884)		 1,994.00 	120	72	 5.23 
8:29:23 PM	 49.268824 	 (123.190963)		 1,999.66 	120	80	 5.66 
8:29:24 PM	 49.268822 	 (123.191049)		 2,005.64 	120	85	 5.98 
8:29:25 PM	 49.268818 	 (123.191137)		 2,011.78 	120	83	 6.14 
8:29:26 PM	 49.268815 	 (123.191225)		 2,018.10 	121	89	 6.32 
8:29:27 PM	 49.268815 	 (123.191312)		 2,024.56 	122	89	 6.46 
8:29:28 PM	 49.268818 	 (123.191402)		 2,031.05 	122	90	 6.49 
8:29:29 PM	 49.268822 	 (123.191489)		 2,037.63 	122	89	 6.58 
8:29:30 PM	 49.268823 	 (123.191578)		 2,044.22 	123	92	 6.59 
8:29:31 PM	 49.268821 	 (123.191668)		 2,050.88 	122	92	 6.66 
8:29:32 PM	 49.268821 	 (123.191754)		 2,057.46 	123	91	 6.58 
8:29:33 PM	 49.268825 	 (123.191840)		 2,063.95 	123	89	 6.49 
8:29:34 PM	 49.268829 	 (123.191929)		 2,070.49 	124	90	 6.54 
8:29:35 PM	 49.268833 	 (123.192017)		 2,077.15 	124	91	 6.66 
8:29:36 PM	 49.268835 	 (123.192113)		 2,083.85 	124	91	 6.70 
8:29:37 PM	 49.268833 	 (123.192210)		 2,090.46 	124	92	 6.61 
8:29:38 PM	 49.268829 	 (123.192304)		 2,097.10 	125	91	 6.64 
8:29:39 PM	 49.268827 	 (123.192403)		 2,103.74 	125	91	 6.64 
8:29:40 PM	 49.268827 	 (123.192501)		 2,110.33 	125	92	 6.59 
8:29:41 PM	 49.268827 	 (123.192596)		 2,116.97 	126	92	 6.64 
8:29:42 PM	 49.268828 	 (123.192691)		 2,123.58 	126	92	 6.61 
8:29:43 PM	 49.268830 	 (123.192784)		 2,130.20 	126	92	 6.62 
8:29:44 PM	 49.268833 	 (123.192876)		 2,136.88 	126	92	 6.68 
8:29:45 PM	 49.268836 	 (123.192970)		 2,143.69 	127	93	 6.81 
8:29:46 PM	 49.268836 	 (123.193061)		 2,150.32 	127	92	 6.63 
8:29:47 PM	 49.268836 	 (123.193157)		 2,156.96 	126	92	 6.64 
8:29:48 PM	 49.268836 	 (123.193248)		 2,163.64 	127	91	 6.68 
8:29:49 PM	 49.268838 	 (123.193337)		 2,170.28 	127	91	 6.64 
8:29:50 PM	 49.268840 	 (123.193427)		 2,176.81 	128	92	 6.53 
8:29:51 PM	 49.268842 	 (123.193517)		 2,183.39 	128	90	 6.58 
8:29:52 PM	 49.268844 	 (123.193603)		 2,189.88 	129	90	 6.49 
8:29:53 PM	 49.268847 	 (123.193686)		 2,196.38 	129	90	 6.50 
8:29:54 PM	 49.268847 	 (123.193776)		 2,202.79 	129	89	 6.41 
8:29:55 PM	 49.268850 	 (123.193858)		 2,209.23 	130	89	 6.44 
8:29:56 PM	 49.268854 	 (123.193944)		 2,215.61 	130	88	 6.38 
8:29:57 PM	 49.268859 	 (123.194028)		 2,222.01 	130	89	 6.40 
8:29:58 PM	 49.268863 	 (123.194119)		 2,228.34 	130	88	 6.33 
8:29:59 PM	 49.268864 	 (123.194203)		 2,234.73 	131	88	 6.39 
8:30:00 PM	 49.268861 	 (123.194287)		 2,241.11 	131	87	 6.38 
8:30:01 PM	 49.268863 	 (123.194378)		 2,247.43 	131	88	 6.32 
