Time	 Latitude 	 Longitude 	Alt.(M)	 Dist.(M) 	HR (Bpm)	Cadence	 Speed (m/s) 	 Speed (km/h) 
7:15:24 PM	 49.268594 	 (123.177960)	0	 5.44 	101	94	 -   	 -   
7:15:25 PM	 49.268602 	 (123.178049)	0	 11.18 	102	96	 5.7400 	 20.6640 
7:15:26 PM	 49.268603 	 (123.178142)	0	 17.04 	103	99	 5.8600 	 21.0960 
7:15:27 PM	 49.268604 	 (123.178225)	0	 23.13 	103	101	 6.0900 	 21.9240 
7:15:28 PM	 49.268606 	 (123.178310)	0.400000006	 29.20 	104	92	 6.0700 	 21.8520 
7:15:29 PM	 49.268609 	 (123.178401)	0.400000006	 35.45 	104	94	 6.2500 	 22.5000 
7:15:30 PM	 49.268613 	 (123.178489)	0.400000006	 41.70 	105	96	 6.2500 	 22.5000 
7:15:31 PM	 49.268617 	 (123.178574)	0.400000006	 48.11 	105	97	 6.4100 	 23.0760 
7:15:32 PM	 49.268620 	 (123.178660)	0.400000006	 54.55 	106	98	 6.4400 	 23.1840 
7:15:33 PM	 49.268623 	 (123.178748)	0.400000006	 60.99 	107	96	 6.4400 	 23.1840 
7:15:34 PM	 49.268626 	 (123.178829)	0.400000006	 67.20 	107	96	 6.2100 	 22.3560 
7:15:35 PM	 49.268629 	 (123.178917)	0.400000006	 73.56 	108	97	 6.3600 	 22.8960 
7:15:36 PM	 49.268633 	 (123.179007)	0.400000006	 79.85 	108	87	 6.2900 	 22.6440 
7:15:37 PM	 49.268634 	 (123.179097)	0.400000006	 86.32 	109	88	 6.4700 	 23.2920 
7:15:38 PM	 49.268637 	 (123.179184)	0.400000006	 92.80 	109	89	 6.4800 	 23.3280 
7:15:39 PM	 49.268643 	 (123.179273)	0.400000006	 99.41 	110	89	 6.6100 	 23.7960 
7:15:40 PM	 49.268648 	 (123.179362)	0.400000006	 106.20 	111	90	 6.7900 	 24.4440 
7:15:41 PM	 49.268650 	 (123.179454)	0.400000006	 113.00 	111	91	 6.8000 	 24.4800 
7:15:42 PM	 49.268652 	 (123.179548)	0.400000006	 119.92 	111	92	 6.9200 	 24.9120 
7:15:43 PM	 49.268653 	 (123.179650)	0.400000006	 126.84 	111	93	 6.9200 	 24.9120 
7:15:44 PM	 49.268653 	 (123.179745)	0.400000006	 133.80 	112	93	 6.9600 	 25.0560 
7:15:45 PM	 49.268655 	 (123.179844)	0.400000006	 140.74 	112	95	 6.9400 	 24.9840 
7:15:46 PM	 49.268658 	 (123.179944)	0.400000006	 147.77 	112	95	 7.0300 	 25.3080 
7:15:47 PM	 49.268661 	 (123.180046)	0.400000006	 154.94 	112	99	 7.1700 	 25.8120 
7:15:48 PM	 49.268663 	 (123.180149)	0.400000006	 162.26 	112	97	 7.3200 	 26.3520 
7:15:49 PM	 49.268665 	 (123.180253)	0.400000006	 169.68 	112	95	 7.4200 	 26.7120 
7:15:50 PM	 49.268666 	 (123.180360)	0.400000006	 177.12 	113	90	 7.4400 	 26.7840 
7:15:51 PM	 49.268668 	 (123.180467)	0.400000006	 184.75 	112	91	 7.6300 	 27.4680 
7:15:52 PM	 49.268668 	 (123.180571)	0.400000006	 192.52 	112	91	 7.7700 	 27.9720 
7:15:53 PM	 49.268667 	 (123.180677)	0.400000006	 200.00 	112	92	 7.4800 	 26.9280 
7:15:54 PM	 49.268666 	 (123.180776)	0.400000006	 207.63 	112	92	 7.6300 	 27.4680 
7:15:55 PM	 49.268660 	 (123.180872)	0.400000006	 214.95 	112	23	 7.3200 	 26.3520 
7:15:56 PM	 49.268654 	 (123.180970)	0.400000006	 222.29 	111	0	 7.3400 	 26.4240 
7:15:57 PM	 49.268650 	 (123.181066)	0.400000006	 229.56 	111	0	 7.2700 	 26.1720 
7:15:58 PM	 49.268647 	 (123.181161)	0.400000006	 236.67 	111	0	 7.1100 	 25.5960 
7:15:59 PM	 49.268648 	 (123.181243)	0.400000006	 243.30 	111	0	 6.6300 	 23.8680 
7:16:00 PM	 49.268649 	 (123.181322)	0.400000006	 249.46 	109	0	 6.1600 	 22.1760 
7:16:01 PM	 49.268647 	 (123.181387)	0.400000006	 254.93 	108	0	 5.4700 	 19.6919 
7:16:02 PM	 49.268647 	 (123.181452)	0.400000006	 260.12 	107	0	 5.1900 	 18.6840 
7:16:03 PM	 49.268649 	 (123.181506)	0.400000006	 264.94 	106	0	 4.8200 	 17.3520 
7:16:04 PM	 49.268650 	 (123.181552)	0.400000006	 269.33 	106	0	 4.3900 	 15.8039 
7:16:05 PM	 49.268650 	 (123.181590)	0.400000006	 273.16 	105	0	 3.8300 	 13.7881 
7:16:06 PM	 49.268649 	 (123.181611)	0.400000006	 276.60 	104	0	 3.4400 	 12.3840 
7:16:07 PM	 49.268647 	 (123.181616)	0.400000006	 279.45 	102	0	 2.8500 	 10.2600 
7:16:08 PM	 49.268643 	 (123.181612)	0.400000006	 282.31 	102	0	 2.8600 	 10.2959 
7:16:09 PM	 49.268640 	 (123.181609)	0.400000006	 282.31 	101		 -   	 -   
7:16:22 PM	 49.268640 	 (123.181636)	0.400000006	 282.31 	95		 -   	 -   
7:16:23 PM	 49.268645 	 (123.181686)	0.400000006	 282.57 	96		 0.2600 	 0.9360 
7:16:24 PM	 49.268649 	 (123.181757)	0.400000006	 282.57 	98		 -   	 -   
7:16:25 PM	 49.268653 	 (123.181841)	0.400000006	 287.52 	98	74	 4.9500 	 17.8199 
7:16:26 PM	 49.268652 	 (123.181945)	0.400000006	 293.39 	99	81	 5.8700 	 21.1321 
7:16:27 PM	 49.268652 	 (123.182048)	0	 299.74 	100	86	 6.3500 	 22.8599 
7:16:28 PM	 49.268655 	 (123.182145)	-0.600000024	 306.31 	103	93	 6.5700 	 23.6520 
7:16:29 PM	 49.268662 	 (123.182250)	-1	 313.13 	105	95	 6.8200 	 24.5520 
7:16:30 PM	 49.268668 	 (123.182356)	-1.600000024	 320.27 	108	86	 7.1400 	 25.7039 
7:16:31 PM	 49.268674 	 (123.182462)	-2.200000048	 327.60 	109	88	 7.3300 	 26.3881 
7:16:32 PM	 49.268682 	 (123.182566)	-2.200000048	 335.04 	111	91	 7.4400 	 26.7840 
7:16:33 PM	 49.268684 	 (123.182680)	-2.200000048	 342.97 	112	94	 7.9300 	 28.5480 
7:16:34 PM	 49.268689 	 (123.182795)	-2.200000048	 350.99 	113	96	 8.0200 	 28.8720 
7:16:35 PM	 49.268692 	 (123.182907)	-2.200000048	 359.22 	114	97	 8.2300 	 29.6280 
7:16:36 PM	 49.268692 	 (123.183021)	-2.200000048	 367.62 	114	100	 8.4000 	 30.2400 
7:16:37 PM	 49.268691 	 (123.183135)	-2.200000048	 376.06 	114	96	 8.4400 	 30.3840 
7:16:38 PM	 49.268692 	 (123.183255)	-2.200000048	 385.48 	115	73	 9.4200 	 33.9120 
7:16:39 PM	 49.268696 	 (123.183384)	-2.200000048	 394.56 	116	84	 9.0800 	 32.6880 
7:16:40 PM	 49.268697 	 (123.183504)	-2.200000048	 403.63 	116	90	 9.0700 	 32.6520 
7:16:41 PM	 49.268697 	 (123.183632)	-2.200000048	 412.82 	116	90	 9.1900 	 33.0840 
7:16:42 PM	 49.268697 	 (123.183759)	-2.200000048	 422.13 	116	88	 9.3100 	 33.5160 
7:16:43 PM	 49.268700 	 (123.183887)	-2.200000048	 431.56 	117	88	 9.4300 	 33.9480 
7:16:44 PM	 49.268703 	 (123.184023)	-2.599999905	 441.38 	117	91	 9.8200 	 35.3520 
7:16:45 PM	 49.268706 	 (123.184159)	-3	 451.21 	117	91	 9.8300 	 35.3880 
7:16:46 PM	 49.268709 	 (123.184303)	-3.400000095	 461.18 	117	94	 9.9700 	 35.8920 
7:16:47 PM	 49.268713 	 (123.184440)	-3.799999952	 471.29 	117	95	 10.1100 	 36.3961 
7:16:48 PM	 49.268717 	 (123.184586)	-3.799999952	 481.49 	117	97	 10.2000 	 36.7199 
7:16:49 PM	 49.268722 	 (123.184730)	-4.400000095	 491.75 	117	94	 10.2600 	 36.9360 
7:16:50 PM	 49.268726 	 (123.184865)	-4.800000191	 502.05 	117	99	 10.3000 	 37.0800 
7:16:51 PM	 49.268732 	 (123.185016)	-5.400000095	 512.31 	117	96	 10.2600 	 36.9360 
7:16:52 PM	 49.268735 	 (123.185153)	-5.800000191	 522.61 	117	83	 10.3000 	 37.0800 
7:16:53 PM	 49.268736 	 (123.185277)	-6.199999809	 532.44 	117	43	 9.8300 	 35.3881 
7:16:54 PM	 49.268737 	 (123.185383)	-6.800000191	 541.33 	117	43	 8.8900 	 32.0041 
7:16:55 PM	 49.268743 	 (123.185469)	-7.199999809	 548.53 	116	32	 7.2000 	 25.9200 
7:16:56 PM	 49.268747 	 (123.185536)	-7.599999905	 554.84 	116	0	 6.3100 	 22.7160 
7:16:57 PM	 49.268745 	 (123.185577)	-8	 560.22 	115	0	 5.3799 	 19.3678 
7:16:58 PM	 49.268749 	 (123.185592)	-8.399999619	 563.95 	115	0	 3.7300 	 13.4281 
7:16:59 PM	 49.268744 	 (123.185592)	-8.399999619	 563.95 	114	0	 -   	 -   
7:17:30 PM	 49.268728 	 (123.185739)	-8.399999619	 563.95 	92		 -   	 -   
7:17:31 PM	 49.268734 	 (123.185825)	-8.399999619	 568.06 	92	59	 4.1100 	 14.7959 
7:17:32 PM	 49.268736 	 (123.185913)	-8.399999619	 573.69 	94	64	 5.6300 	 20.2680 
7:17:33 PM	 49.268740 	 (123.186013)	-8.399999619	 580.21 	97	81	 6.5200 	 23.4721 
7:17:34 PM	 49.268741 	 (123.186120)	-8.399999619	 587.48 	98	85	 7.2700 	 26.1719 
7:17:35 PM	 49.268741 	 (123.186228)	-8.399999619	 595.31 	99	90	 7.8300 	 28.1881 
7:17:36 PM	 49.268742 	 (123.186341)	-8.399999619	 603.32 	101	95	 8.0100 	 28.8360 
7:17:37 PM	 49.268739 	 (123.186458)	-8.399999619	 611.54 	102	95	 8.2200 	 29.5919 
7:17:38 PM	 49.268741 	 (123.186575)	-8.399999619	 619.95 	103	97	 8.4100 	 30.2761 
7:17:39 PM	 49.268741 	 (123.186695)	-8.399999619	 628.53 	104	99	 8.5800 	 30.8881 
7:17:40 PM	 49.268740 	 (123.186825)	-8.399999619	 637.25 	105	102	 8.7200 	 31.3919 
7:17:41 PM	 49.268747 	 (123.186946)	-8.800000191	 646.19 	106	104	 8.9400 	 32.1840 
7:17:42 PM	 49.268750 	 (123.187067)	-9.199999809	 655.32 	107	100	 9.1300 	 32.8680 
7:17:43 PM	 49.268752 	 (123.187194)	-9.800000191	 664.50 	107	97	 9.1800 	 33.0480 
7:17:44 PM	 49.268753 	 (123.187321)	-10.19999981	 673.85 	107	99	 9.3500 	 33.6599 
7:17:45 PM	 49.268754 	 (123.187453)	-10.60000038	 683.14 	108	97	 9.2900 	 33.4441 
7:17:46 PM	 49.268753 	 (123.187583)	-10.60000038	 692.56 	108	99	 9.4200 	 33.9119 
7:17:47 PM	 49.268758 	 (123.187709)	-10.60000038	 702.04 	109	100	 9.4800 	 34.1279 
7:17:48 PM	 49.268763 	 (123.187841)	-10.60000038	 711.59 	109	97	 9.5500 	 34.3802 
7:17:49 PM	 49.268769 	 (123.187970)	-10.60000038	 721.17 	110	99	 9.5800 	 34.4878 
7:17:50 PM	 49.268772 	 (123.188094)	-10.60000038	 730.74 	110	97	 9.5700 	 34.4520 
7:17:51 PM	 49.268772 	 (123.188228)	-10.60000038	 740.20 	110	100	 9.4600 	 34.0561 
7:17:52 PM	 49.268772 	 (123.188351)	-10.60000038	 749.65 	111	100	 9.4500 	 34.0200 
7:17:53 PM	 49.268773 	 (123.188479)	-11	 759.05 	111	98	 9.4000 	 33.8399 
7:17:54 PM	 49.268775 	 (123.188605)	-11.39999962	 768.36 	112	95	 9.3100 	 33.5160 
7:17:55 PM	 49.268777 	 (123.188728)	-11.80000019	 777.48 	112	95	 9.1200 	 32.8320 
7:17:56 PM	 49.268779 	 (123.188854)	-12.19999981	 786.57 	112	94	 9.0900 	 32.7241 
7:17:57 PM	 49.268783 	 (123.188976)	-12.60000038	 795.65 	113	95	 9.0800 	 32.6881 
7:17:58 PM	 49.268786 	 (123.189094)	-12.60000038	 804.69 	113	93	 9.0400 	 32.5439 
7:17:59 PM	 49.268787 	 (123.189216)	-12.60000038	 813.73 	114	92	 9.0400 	 32.5439 
7:18:00 PM	 49.268791 	 (123.189338)	-12.60000038	 822.66 	114	95	 8.9300 	 32.1480 
7:18:01 PM	 49.268792 	 (123.189465)	-12.60000038	 831.63 	114	93	 8.9700 	 32.2921 
7:18:02 PM	 49.268791 	 (123.189590)	-12.60000038	 840.72 	114	95	 9.0900 	 32.7239 
7:18:03 PM	 49.268795 	 (123.189712)	-12.60000038	 849.83 	114	94	 9.1100 	 32.7962 
7:18:04 PM	 49.268794 	 (123.189839)	-12.60000038	 858.95 	114	94	 9.1200 	 32.8320 
7:18:05 PM	 49.268799 	 (123.189964)	-12.60000038	 868.04 	115	95	 9.0900 	 32.7239 
7:18:06 PM	 49.268802 	 (123.190087)	-12.60000038	 877.13 	115	94	 9.0900 	 32.7241 
7:18:07 PM	 49.268804 	 (123.190213)	-12.60000038	 886.22 	115	95	 9.0900 	 32.7239 
7:18:08 PM	 49.268809 	 (123.190328)	-12.60000038	 895.20 	116	93	 8.9800 	 32.3281 
7:18:09 PM	 49.268814 	 (123.190453)	-12.60000038	 904.02 	116	93	 8.8200 	 31.7520 
7:18:10 PM	 49.268816 	 (123.190570)	-12.60000038	 912.89 	116	92	 8.8700 	 31.9320 
7:18:11 PM	 49.268817 	 (123.190690)	-12.60000038	 921.87 	116	93	 8.9800 	 32.3279 
7:18:12 PM	 49.268818 	 (123.190810)	-12.60000038	 930.62 	117	91	 8.7500 	 31.5000 
7:18:13 PM	 49.268820 	 (123.190923)	-12.60000038	 939.34 	117	90	 8.7200 	 31.3921 
7:18:14 PM	 49.268822 	 (123.191039)	-12.60000038	 948.24 	117	94	 8.9000 	 32.0399 
7:18:15 PM	 49.268825 	 (123.191158)	-12.60000038	 956.89 	118	89	 8.6500 	 31.1401 
7:18:16 PM	 49.268826 	 (123.191278)	-12.60000038	 965.51 	118	91	 8.6200 	 31.0320 
7:18:17 PM	 49.268826 	 (123.191390)	-12.60000038	 973.99 	119	87	 8.4800 	 30.5279 
7:18:18 PM	 49.268829 	 (123.191505)	-12.60000038	 982.54 	119	90	 8.5500 	 30.7800 
7:18:19 PM	 49.268834 	 (123.191611)	-12.60000038	 990.98 	120	98	 8.4400 	 30.3840 
7:18:20 PM	 49.268837 	 (123.191720)	-12.60000038	 999.27 	120	95	 8.2900 	 29.8441 
7:18:21 PM	 49.268840 	 (123.191824)	-12.60000038	 1,007.39 	120	94	 8.1200 	 29.2320 
7:18:22 PM	 49.268844 	 (123.191934)	-12.60000038	 1,015.55 	121	92	 8.1600 	 29.3759 
7:18:23 PM	 49.268844 	 (123.192044)	-12.60000038	 1,023.58 	121	92	 8.0300 	 28.9081 
7:18:24 PM	 49.268845 	 (123.192153)	-12.19999981	 1,031.47 	121	92	 7.8900 	 28.4038 
7:18:25 PM	 49.268845 	 (123.192255)	-11.80000019	 1,039.22 	121	89	 7.7500 	 27.9000 
7:18:26 PM	 49.268846 	 (123.192357)	-11.39999962	 1,047.02 	122	89	 7.8000 	 28.0802 
7:18:27 PM	 49.268846 	 (123.192465)	-11	 1,054.75 	122	88	 7.7300 	 27.8279 
7:18:28 PM	 49.268846 	 (123.192567)	-10.39999962	 1,062.31 	122	88	 7.5601 	 27.2162 
7:18:29 PM	 49.268844 	 (123.192671)	-10.39999962	 1,069.87 	122	87	 7.5599 	 27.2158 
7:18:30 PM	 49.268845 	 (123.192774)	-10.39999962	 1,077.34 	122	85	 7.4700 	 26.8919 
7:18:31 PM	 49.268848 	 (123.192878)	-10.39999962	 1,084.99 	123	87	 7.6500 	 27.5401 
7:18:32 PM	 49.268854 	 (123.192983)	-10.39999962	 1,092.52 	123	86	 7.5300 	 27.1081 
7:18:33 PM	 49.268855 	 (123.193093)	-10.39999962	 1,099.85 	123	86	 7.3300 	 26.3878 
7:18:34 PM	 49.268859 	 (123.193191)	-10.39999962	 1,107.26 	124	85	 7.4100 	 26.6761 
7:18:35 PM	 49.268863 	 (123.193292)	-10.39999962	 1,114.56 	124	84	 7.3000 	 26.2802 
7:18:36 PM	 49.268868 	 (123.193390)	-10.39999962	 1,121.72 	124	83	 7.1599 	 25.7757 
7:18:37 PM	 49.268873 	 (123.193487)	-10.39999962	 1,128.85 	124	83	 7.1300 	 25.6680 
7:18:38 PM	 49.268878 	 (123.193579)	-10.39999962	 1,135.80 	125	47	 6.9501 	 25.0203 
7:18:39 PM	 49.268882 	 (123.193673)	-10.39999962	 1,142.62 	125	92	 6.8199 	 24.5518 
7:18:40 PM	 49.268887 	 (123.193761)	-10.39999962	 1,149.52 	125	92	 6.9000 	 24.8401 
7:18:41 PM	 49.268889 	 (123.193849)	-10.39999962	 1,156.21 	125	91	 6.6899 	 24.0838 
7:18:42 PM	 49.268892 	 (123.193935)	-10.39999962	 1,162.88 	126	89	 6.6700 	 24.0122 
7:18:43 PM	 49.268893 	 (123.194022)	-10.39999962	 1,169.40 	126	89	 6.5200 	 23.4721 
7:18:44 PM	 49.268895 	 (123.194109)	-10.39999962	 1,175.93 	126	86	 6.5300 	 23.5081 
7:18:45 PM	 49.268898 	 (123.194192)	-10.39999962	 1,182.26 	126	85	 6.3300 	 22.7878 
7:18:46 PM	 49.268899 	 (123.194277)	-10.39999962	 1,188.55 	127	86	 6.2900 	 22.6441 
7:18:47 PM	 49.268901 	 (123.194360)	-10	 1,194.63 	127	95	 6.0800 	 21.8878 
7:18:48 PM	 49.268902 	 (123.194438)	-9.600000381	 1,200.66 	127	91	 6.0300 	 21.7081 
7:18:49 PM	 49.268907 	 (123.194513)	-9.199999809	 1,206.66 	127	89	 6.0000 	 21.6000 
7:18:50 PM	 49.268912 	 (123.194589)	-8.800000191	 1,212.54 	127	88	 5.8800 	 21.1680 
7:18:51 PM	 49.268915 	 (123.194668)	-8.399999619	 1,218.31 	128	87	 5.7700 	 20.7721 
7:18:52 PM	 49.268916 	 (123.194740)	-8.399999619	 1,224.00 	128	85	 5.6899 	 20.4838 
7:18:53 PM	 49.268917 	 (123.194814)	-8.399999619	 1,229.63 	128	84	 5.6300 	 20.2680 
7:18:54 PM	 49.268908 	 (123.194882)	-8.399999619	 1,235.15 	128	83	 5.5200 	 19.8721 
7:18:55 PM	 49.268910 	 (123.194954)	-8.399999619	 1,240.62 	128	83	 5.4700 	 19.6919 
7:18:56 PM	 49.268915 	 (123.195029)	-8	 1,246.05 	129	87	 5.4301 	 19.5482 
7:18:57 PM	 49.268914 	 (123.195099)	-7.599999905	 1,251.44 	129	88	 5.3899 	 19.4036 
7:18:58 PM	 49.268913 	 (123.195172)	-7.199999809	 1,256.84 	129	90	 5.4000 	 19.4401 
7:18:59 PM	 49.268918 	 (123.195245)	-6.800000191	 1,262.20 	129	89	 5.3600 	 19.2959 
7:19:00 PM	 49.268923 	 (123.195314)	-6.400000095	 1,267.62 	129	89	 5.4200 	 19.5122 
7:19:01 PM	 49.268928 	 (123.195386)	-6.400000095	 1,272.88 	129	88	 5.2600 	 18.9360 
7:19:02 PM	 49.268934 	 (123.195459)	-6.400000095	 1,278.18 	130	88	 5.3000 	 19.0802 
7:19:03 PM	 49.268941 	 (123.195528)	-6.400000095	 1,283.42 	130	89	 5.2400 	 18.8640 
7:19:04 PM	 49.268915 	 (123.195584)	-6	 1,288.68 	131	88	 5.2600 	 18.9360 
7:19:05 PM	 49.268924 	 (123.195655)	-6	 1,293.98 	131	88	 5.2999 	 19.0797 
7:19:06 PM	 49.268926 	 (123.195724)	-5.599999905	 1,299.12 	131	88	 5.1400 	 18.5041 
7:19:07 PM	 49.268933 	 (123.195793)	-5.199999809	 1,304.33 	132	86	 5.2100 	 18.7559 
7:19:08 PM	 49.268938 	 (123.195865)	-4.800000191	 1,309.51 	132	86	 5.1801 	 18.6482 
7:19:09 PM	 49.268942 	 (123.195935)	-4.400000095	 1,314.66 	133	85	 5.1500 	 18.5401 
7:19:10 PM	 49.268947 	 (123.196005)	-4.400000095	 1,319.72 	133	84	 5.0599 	 18.2158 
7:19:11 PM	 49.268952 	 (123.196075)	-4.400000095	 1,324.75 	133	83	 5.0300 	 18.1081 
7:19:12 PM	 49.268960 	 (123.196143)	-4.400000095	 1,329.81 	134	83	 5.0601 	 18.2162 
7:19:13 PM	 49.268965 	 (123.196210)	-4.400000095	 1,334.76 	134	83	 4.9500 	 17.8198 
7:19:14 PM	 49.268972 	 (123.196278)	-4.400000095	 1,339.80 	134	83	 5.0400 	 18.1441 
7:19:15 PM	 49.268976 	 (123.196343)	-4	 1,344.72 	134	82	 4.9199 	 17.7117 
7:19:16 PM	 49.268972 	 (123.196407)	-3.599999905	 1,349.62 	135	81	 4.9000 	 17.6401 
7:19:17 PM	 49.268975 	 (123.196472)	-3.200000048	 1,354.44 	135	81	 4.8199 	 17.3518 
7:19:18 PM	 49.268970 	 (123.196535)	-2.799999952	 1,359.28 	135	81	 4.8401 	 17.4243 
7:19:19 PM	 49.268970 	 (123.196600)	-2.400000095	 1,364.02 	135	81	 4.7400 	 17.0640 
7:19:20 PM	 49.268969 	 (123.196666)	-2.400000095	 1,368.80 	135	80	 4.7800 	 17.2081 
7:19:21 PM	 49.268965 	 (123.196735)	-2.400000095	 1,373.53 	135	80	 4.7300 	 17.0279 
7:19:22 PM	 49.268961 	 (123.196802)	-2.400000095	 1,378.37 	135	79	 4.8400 	 17.4239 
7:19:23 PM	 49.268961 	 (123.196866)	-2	 1,383.14 	136	79	 4.7700 	 17.1721 
7:19:24 PM	 49.268958 	 (123.196933)	-1.399999976	 1,387.89 	136	80	 4.7500 	 17.1000 
7:19:25 PM	 49.268953 	 (123.197001)	-1	 1,392.63 	136	80	 4.7400 	 17.0640 
7:19:26 PM	 49.268951 	 (123.197064)	-0.600000024	 1,397.36 	136	78	 4.7300 	 17.0279 
7:19:27 PM	 49.268953 	 (123.197128)	-0.200000003	 1,402.06 	136	79	 4.7001 	 16.9203 
7:19:28 PM	 49.268948 	 (123.197193)	-0.200000003	 1,406.78 	136	79	 4.7200 	 16.9919 
7:19:29 PM	 49.268944 	 (123.197258)	-0.200000003	 1,411.53 	136	80	 4.7500 	 17.1000 
7:19:30 PM	 49.268940 	 (123.197322)	-0.200000003	 1,416.34 	136	83	 4.8099 	 17.3158 
7:19:31 PM	 49.268941 	 (123.197391)	-0.200000003	 1,421.29 	137	84	 4.9501 	 17.8203 
7:19:32 PM	 49.268946 	 (123.197462)	0.200000003	 1,426.22 	136	84	 4.9299 	 17.7478 
7:19:33 PM	 49.268949 	 (123.197530)	0.600000024	 1,431.23 	136	83	 5.0100 	 18.0360 
7:19:34 PM	 49.268960 	 (123.197606)	1	 1,436.25 	137	85	 5.0200 	 18.0721 
7:19:35 PM	 49.268966 	 (123.197681)	1.399999976	 1,441.36 	137	85	 5.1100 	 18.3959 
7:19:36 PM	 49.268968 	 (123.197752)	1.799999952	 1,446.47 	137	85	 5.1100 	 18.3959 
7:19:37 PM	 49.268972 	 (123.197828)	1.799999952	 1,451.67 	136	86	 5.2001 	 18.7203 
7:19:38 PM	 49.268972 	 (123.197900)	1.799999952	 1,456.80 	136	85	 5.1300 	 18.4680 
7:19:39 PM	 49.268977 	 (123.197967)	1.799999952	 1,461.93 	137	86	 5.1300 	 18.4680 
7:19:40 PM	 49.268984 	 (123.198034)	1.799999952	 1,466.99 	136	86	 5.0599 	 18.2158 
7:19:41 PM	 49.268991 	 (123.198102)	1.799999952	 1,472.12 	137	85	 5.1300 	 18.4680 
7:19:42 PM	 49.268996 	 (123.198171)	1.799999952	 1,477.22 	137	86	 5.1000 	 18.3599 
7:19:43 PM	 49.269001 	 (123.198242)	1.799999952	 1,482.32 	137	86	 5.1000 	 18.3599 
7:19:44 PM	 49.269002 	 (123.198313)	2.200000048	 1,487.43 	137	85	 5.1101 	 18.3964 
7:19:45 PM	 49.269003 	 (123.198381)	2.799999952	 1,492.55 	137	87	 5.1200 	 18.4320 
7:19:46 PM	 49.269006 	 (123.198451)	3.200000048	 1,497.68 	137	86	 5.1300 	 18.4680 
7:19:47 PM	 49.269008 	 (123.198521)	3.599999905	 1,502.90 	138	87	 5.2200 	 18.7919 
7:19:48 PM	 49.269011 	 (123.198591)	4	 1,508.09 	138	85	 5.1899 	 18.6838 
7:19:49 PM	 49.269015 	 (123.198661)	4	 1,513.22 	138	88	 5.1300 	 18.4680 
7:19:50 PM	 49.269012 	 (123.198728)	4	 1,518.39 	138	88	 5.1700 	 18.6122 
7:19:51 PM	 49.269012 	 (123.198797)	4	 1,523.53 	138	86	 5.1400 	 18.5041 
7:19:52 PM	 49.269011 	 (123.198868)	4	 1,528.78 	138	87	 5.2500 	 18.9000 
7:19:53 PM	 49.269010 	 (123.198939)	4	 1,534.03 	138	88	 5.2500 	 18.9000 
7:19:54 PM	 49.269012 	 (123.199012)	4	 1,539.34 	139	91	 5.3099 	 19.1158 
7:19:55 PM	 49.269015 	 (123.199088)	4	 1,544.84 	138	92	 5.5000 	 19.8000 
7:19:56 PM	 49.269014 	 (123.199166)	4	 1,550.37 	138	93	 5.5300 	 19.9081 
7:19:57 PM	 49.269015 	 (123.199243)	4	 1,555.91 	138	96	 5.5400 	 19.9441 
7:19:58 PM	 49.269017 	 (123.199323)	4	 1,561.62 	138	98	 5.7100 	 20.5559 
7:19:59 PM	 49.269011 	 (123.199407)	4	 1,567.56 	137	99	 5.9401 	 21.3842 
7:20:00 PM	 49.269002 	 (123.199493)	4	 1,573.64 	137	96	 6.0800 	 21.8878 
7:20:01 PM	 49.268991 	 (123.199579)	4	 1,579.88 	137	91	 6.2400 	 22.4640 
7:20:02 PM	 49.268972 	 (123.199669)	4	 1,586.32 	137	88	 6.4399 	 23.1838 
7:20:03 PM	 49.268934 	 (123.199760)	4	 1,592.93 	137	92	 6.6101 	 23.7964 
7:20:04 PM	 49.268908 	 (123.199857)	4	 1,599.66 	137	90	 6.7300 	 24.2279 
7:20:05 PM	 49.268920 	 (123.199947)	4	 1,606.63 	137	95	 6.9700 	 25.0919 
7:20:06 PM	 49.268937 	 (123.200046)	4	 1,613.82 	136	96	 7.1899 	 25.8838 
7:20:07 PM	 49.268962 	 (123.200129)	4	 1,620.88 	136	95	 7.0601 	 25.4162 
7:20:08 PM	 49.268985 	 (123.200224)	4	 1,627.95 	136	86	 7.0699 	 25.4518 
7:20:09 PM	 49.269001 	 (123.200325)	4	 1,635.16 	136	71	 7.2101 	 25.9563 
7:20:10 PM	 49.269005 	 (123.200434)	4	 1,642.49 	136	79	 7.3300 	 26.3878 
7:20:11 PM	 49.269004 	 (123.200544)	4	 1,649.98 	136	88	 7.4900 	 26.9640 
7:20:12 PM	 49.269001 	 (123.200655)	4	 1,657.66 	136	90	 7.6801 	 27.6482 
7:20:13 PM	 49.268998 	 (123.200766)	4	 1,665.48 	135	92	 7.8199 	 28.1518 
7:20:14 PM	 49.268997 	 (123.200879)	4	 1,673.47 	135	94	 7.9900 	 28.7640 
7:20:15 PM	 49.269000 	 (123.200993)	4	 1,681.62 	135	94	 8.1500 	 29.3401 
7:20:16 PM	 49.269004 	 (123.201101)	4	 1,689.77 	135	95	 8.1500 	 29.3401 
7:20:17 PM	 49.269013 	 (123.201210)	4	 1,697.86 	134	94	 8.0900 	 29.1239 
7:20:18 PM	 49.269023 	 (123.201319)	4	 1,705.80 	134	92	 7.9401 	 28.5842 
7:20:19 PM	 49.269046 	 (123.201424)	4	 1,713.61 	134	91	 7.8099 	 28.1158 
7:20:20 PM	 49.269069 	 (123.201526)	4	 1,721.35 	134	89	 7.7400 	 27.8640 
